,comment,date,image,is_fake
1225,"Мне дошло худи, качество наилучшее. Буду заказывать ещё. Всё очень понравилось спасибо Виктору)",26 сен 2018 в 20:03,False,0
1226,"Заказывала изи 350 Заказывала 30 августа, через 2 недели только трэк код дали шли 11 дней Качество супер, все супер! минус один, доставка долговатая Обязательно буду заказывать еще",27 сен 2018 в 15:22,True,0
1227,"Заказывала 28.08, забрала сегодня 28.09. С доставкой была какая-то загвоздка. В целом всем довольна) качество кросс 9/10, консультант 10/10, помог разобраться с размером - за что переживала больше всего, но все подошло идеально) в общем, на сезон дождей кроссы самое то. Буду заказывать ещё) носки в подарок &#127775;",28 сен 2018 в 13:20,True,0
1228,"Заказал себе Nike Air Max 95, все пришло быстро, качество отличное, ноге в них комфортно, на осень подходят идеально, спасибо Виктору за помощь в выборе размера и консультации, буду заказывать еще ",28 сен 2018 в 15:05,True,0
1229,Спасибо) Быстро и качественно)первый раз заказываю и обязательно буду ещё),28 сен 2018 в 15:47,True,0
1230,Товар пришел быстро за 8дней и все качество.продавец поможет и подскажет в правильном выборе... Все честно и гарантировано ,29 сен 2018 в 11:00,True,0
1231,Вчера привёз курьер. Качество отличное кроссовки удобные. Спасибо Виктору! ,29 сен 2018 в 11:54,True,0
1232,"Купил кроссы, y-3, чёткие ппц), все понравилось, Виктору спасибо отвечает оперативно, все понравилось, носки в подарок ещё дали буду ещё заказывать если выберу что то",29 сен 2018 в 13:01,True,0
1233,"Спасибо,все дошло очень быстро)качество супер !10/10, .Виктор всё объяснил и рассказал ,буду ещё заказывать ",29 сен 2018 в 20:20,True,0
1234, ,29 сен 2018 в 21:46,False,0
1235,"Купил куртку THF x SUPREME , шло около 24 дней . Все идеально нитки не торчать , мне нравится . Будем заказывать ещё ! Спасибо Виктору !",30 сен 2018 в 21:48,True,0
1236,"Крч Пришли за 12 дней Качество 10/10 в них ходить по асфальту как будто по подушкам Отдельное спасибо Виктору, мучал его вопросами. Подсказал и рассказал как выбрать нужный размер От оригинала почти не отличить Все нравится буду заказывать ещё.",30 сен 2018 в 22:43,True,0
1237,"Кроссовки на высоте,магазин лучший,скоро буду заказывать толстовку)",2 окт 2018 в 15:38,True,0
1238,Кросовки топ,5 окт 2018 в 12:03,True,0
1239,"Спасибо за кофту,шли в пределах 20 дней и очень отзывчивый редактор по товару Еще и насочки в подарок дали)",5 окт 2018 в 19:44,True,0
1240,"Огpомное спасибо за товар. ( Кофту Off-White ) Немного по критериям: Качество: 9/10 А так же отдельное спасибо Виктору за то, что помог подобрать нужный размер ( мне идеально подошла) и за вежливость ",5 окт 2018 в 19:54,True,0
1243,"Все пришло, всё шикарно ",8 окт 2018 в 14:28,True,0
1244,"Давно хотел заказать эти кроссовки и худи, но потом майка понравилась ещё, все дошло быстро качество , дали носочки в подарок , спасибо Виктору за терпение и очень помог с размером, все очень понравилось, буду заказывать ещё!)! Качество10/10 Доставка10/10 Виктору вообще20/10 Спасибо))",9 окт 2018 в 11:06,True,0
1245,Спасибо за куртку !!! Ребёнок в восторге !! Будем ещё заказывать !!!!,9 окт 2018 в 15:50,True,0
1246,"Пришла мне моя долгожданная худи OFF-WHITE Долго думал купить или нет ибо один раз меня обманули в такой-же, но менее популярной группе Дошло где-то за дней 20 (трек получил через неделю и ещё сама доставка 11 дней) Доставка 9/10 Качество 9/10 (Есть один косяк на плече в области шва)",10 окт 2018 в 19:04,True,0
1247,Хуярю портрет в этом ахуенном худи ,11 окт 2018 в 15:07,True,0
1248, Кайфофая худи)) Доставка за 14 дней. Качество приятное. Внешний вид улётный ) 9/10,11 окт 2018 в 17:36,True,0
1249,"Хотелось бы отметить,что идеально все подошло по размеру.Виктор мастер своего дела,буду заказывать еще",11 окт 2018 в 17:55,False,0
1250,"Все круто, олимпос пришел во время Хороший продавец,все подсказал,рассказал ,отвечает быстро Качество устраивает Носочки топовые в подарок Крч ровно сё",17 окт 2018 в 20:36,True,0
1251,"Пришли Fila Disruрtоr ll .Я влюбилась в них.Удобные,Качественные а самое главное ТЁПЛЫЕ... Спасибо Виктору,помог.Рекомендую... ",18 окт 2018 в 12:49,False,0
1252,"Здравствуйте, штаны дошли в идеальном состоянии !!! Ниточки не торчат , не приятного запаха нет ! Спасибо вам большое ! ))) ",18 окт 2018 в 15:15,True,0
1253,"Все пришло, спасибо",19 окт 2018 в 13:55,True,0
1254,"Посылка пришла быстро , очень доволен , качество отличное , спасибо ",20 окт 2018 в 20:48,True,0
1255,"Доставка 18 дней. Качество хорошее, нитки не торчат. В целом доволен,буду заказывать еще. Отдельное спасибо менеджеру за консультацию.",22 окт 2018 в 16:29,True,0
1256,"Пришла долгожданная посылка )))заказывал ремень off-white.качество топ,за такие деньги ,и помочи huf в подарок)))все огонь если б не доставка))23 дня шло))в указанные 14-19 не пришло))ну ничего,товар топ .советую ",23 окт 2018 в 19:31,True,0
1257,"Заказывал в первый раз худи Off-white качество хорошее,также пришли подарочные носочки.Дошло довольно таки быстро в назначенные сроки.Остался очень доволен.",23 окт 2018 в 21:13,True,0
1258,"Здравствуйте, заказывал худи Vans, ждать пришлось 3 недели, но это не страшно, коробка была немного помятая, но это же почта России , качество на высоте, носочки в подарок пришли. Огромное спасибо Виктору помог с выбором размера. Буду заказывать ещё)))",24 окт 2018 в 15:02,True,0
1259,"Здравствуйте, заказывал ЕQТ Suрроrt АDV, ждал 20 дней. Качество на высоте,в подарок пришли носочки. Огромное спасибо Виктору помог с выбором размера. Буду заказывать ещё)))",25 окт 2018 в 12:52,True,0
1260,Ура ! Дошла ! Спасибо большое вам . Парка просто класссс ! именно такую и хотел. Который раз уже заказываю и всё на высшем уровне,25 окт 2018 в 15:48,True,0
1262,"Очередной заказ, которым остались довольны: брат, как хозяин обуви, ну и я, как заказчик) Баллоны упругие, немного торчали ниточки, но это не страшно + исправимо, кроссовки сами по себе, конечно, мощные и зачетные — на ногах смотрятся просто великолепно) + в подарок шли красные носочки) Благодарим за качественную обновку)",25 окт 2018 в 20:48,True,0
1263,"Впервые заказал кроссовки в этой группе. Пришли эти красавцы за 19 дней. Качество отличное. По размеру всё идеально подошло, спасибо Виктору, помог подобрать размер",26 окт 2018 в 20:54,True,0
1264,"Кароче заказывал ремень off-white. Качество на высоте,все бирки на месте. Шёл 2 недели,положили носочки Гуччи(за это Виктору отдельное спасибо). Долго мучал Виктора вопросами и приношу искринние извинения за это) А так ремень топ,Виктор спасибо вам) Буду заказывать ещё)",27 окт 2018 в 9:35,True,0
1265,Заказал вансы old school прошло около двух недель и все пришло)в комплекте шли две пары носков. Все было отлично упаковано. Всем советую,27 окт 2018 в 17:09,True,0
1266,"Кто заказывал изики, напишите о них в лс, пожалуйста.",27 окт 2018 в 17:13,False,0
1267,"Заказал себе Bape в расцветке Cosmo,к заказу за оплату EMS доставкой шли 2 пары носков в подарок!И их вы сами можете выбрать,то-есть какие хотите из предоставленных.Для меня это был приятный сюрприз.Дошло до меня за 16 дней.Сам Bape выполнен хорошо,конечно в одном месте немного торчала ниточка,но это мелочь.Бирки все почти схожи с оригиналом,и вообще всё супер!Носки тоже классные,одно удовольствие носить.Bape лежал в пакете,а сверху носки,всё было хорошо укомплектовано!Спасибо Виктору за помощь,и что отвечал на все мои вопросы!!!",27 окт 2018 в 18:38,True,0
1268,"Народ, это просто супер! Ждал две недели, наконец приехали! Качество - огонь! Благодаря Виктору с размером не прогадал. + Офигенные носочки докинули :)",29 окт 2018 в 14:29,True,0
1270,Всё пришло огромное спасибо,30 окт 2018 в 12:21,True,0
1271,Кроссовки пришли быстро качество ,30 окт 2018 в 13:24,True,0
1272,"Хорошее качество, все бирки на месте, размер подошел ",30 окт 2018 в 17:51,True,0
1273,"Качество вэри хорошее, размер чутка не подошёл( А так в целом всё норм ( Брал свитшот и ремень )",30 окт 2018 в 19:06,True,0
1274,Получил кроссы. Очень рад . Шли до Краснодара около 20 дней. Продавец на уровне - терпел тысячу моих идиотских вопросов качество радует. В подарок так же получил носки. Спасибо большое. Буду ещё у Вас заказывать.,30 окт 2018 в 19:18,True,0
1275,"Хотел бы отзыв оставить. Ждал посылку месяц, никаких проблем с доставкой на было, все оперативно и быстро, сервис тоже на уровне, на почте быстро забрал без проблем! Качество отлично, все по размеру (боялся что будет маленькая) еще и носочки в придачу, вообще отпад! Короче, рекомендую заказывать, непожалеете!",30 окт 2018 в 20:21,True,0
1276,"Менеджер огонь , пришли очень быстро, качество шикарное, всем советую (ещё и носочки в подарок.!!!))",31 окт 2018 в 18:54,True,0
1277,Ремень просто бомба!! Носки Gucci в подарок.Спасибо Виктору Зорину.Мне все понравилось ,2 ноя 2018 в 14:08,True,0
1279,"Получила свою толстовочку, и никак нарадоваться не могу))) качество огонь просто огонь очень мягкая) очень приятная к телу и ещё очень приятный сюрприз - суперкрутые носочки в подарок) посылка пришла очень быстро, за 4 дня) размер - как для меня шили))) огромное Вам спасибо я теперь Ваш постоянный клиент)))",2 ноя 2018 в 22:10,True,0
1280,"Заказал футболку OF WHITE, качественно и не долго, очень рад&#65281;спасибо за всё&#65281;)",5 ноя 2018 в 17:14,True,0
1281,"Заказывала 95, подошли , качество очень хорошее , доставка 3 недели ",7 ноя 2018 в 7:44,True,0
1282,"Решил заказать в данном интернет магазине худи,сначала боялся заказывать,но посмотрев отзывы понял,что данному магазину можно доверять,качеством очень доволен,так же был приятно удивлен подарком в виде носочков,буду заказывать еще.",9 ноя 2018 в 19:37,True,0
1283,"Покупайте только в этом магазине, они лучший шмотки просто Ферари.",9 ноя 2018 в 21:59,False,0
1284,"Получила сегодня свои долгожданные кросовочки Все очень круто, тёплые, носочки дали в подарок. Менеджеру отдельное спасибо за Советы, и ответы на все мои вопросы. Буду заказывать еще ",10 ноя 2018 в 12:36,True,0
1285,"Не побоявшись обмана заказал у Виктора сразу на 20к:)Результатом доволен, упаковано все отлично и герметично.Буду заказывать ещё ",14 ноя 2018 в 16:27,True,0
1286,"Заказал кроссовки) Виктор помог с выбором размера, и на протяжении всего разговора был со мной добр, отвечая на все мои глупые вопросы Кроссовки - 10/10 Буду дальше заказывать здесь вещи)",15 ноя 2018 в 20:51,False,0
1287,"Покупал зимние ботинки, и кроссовки все подошло и 2 пары носков прислали..",16 ноя 2018 в 15:32,False,0
1288,"Кофта пришла в целости и сохранности, носочки тоже порадовали. Огромное спасибо Виктору Зорину!)",17 ноя 2018 в 17:39,True,0
1289,"Большое спасибо Виктору Зорину!Посылка пришла в установленные сроки,коробка была хорошо запечатана,обувь соответствует нашим ожиданиям!Не разочаровались,а это значит будем заказывать еще в BERISHMOT!",20 ноя 2018 в 18:26,True,0
1290,"Виктору огромное спасибо, сначала как заказывал немного боялся мало ли что, но все пришло, в очень очень хорошем состоянии, мне все понравилось, всем советую тут заказать! Отличный сайт! ",21 ноя 2018 в 13:45,True,0
1291,"Спасибо магазину за ремень! Очень понравился, качество на высоте. Буду заказывать еще) Виктор топ",21 ноя 2018 в 17:44,True,0
1292,"Сегодня забрала свои кроссовки. Дошли за 20 дней. Размер подошёл. Носочки в подарок положили. Очень довольна, обязательно что нибудь ещё закажу)",21 ноя 2018 в 18:41,True,0
1293,"Курточка пришла ровно за месяц, товаром очень доволен,качество вери хорошее. Виктор, сенкс фор еврисинк. Некст тайм обязательно закажу что-нибудь. ",21 ноя 2018 в 21:00,True,0
1294,"Сын доволен кроссовками, посылка пришла быстро. Спасибо!",22 ноя 2018 в 23:12,True,0
1295,"Ребят заказывал штаны off-white качество высокое , продавец Виктор отвечал на все вопросы за что спасибо большое ему . Покупайте не бойтесь всё честно ) ",23 ноя 2018 в 19:23,True,0
1296,Заказал штаны. Вахххх. Круто как. Шло до Татарстана 20 дней. Отличные штаны,24 ноя 2018 в 16:12,False,0
1297,"Качество супер. спасибо Виктору, выслушал и ответил на все вопросы.В подарок положили пару носок",24 ноя 2018 в 16:42,False,0
1298,"Заказывал худи Off White.Качество 10/10.Ждал 30 дней.Спасибо Виктору,мастер своего дела.",24 ноя 2018 в 17:47,True,0
1299,"Заказывал полный лук. Сам я из беларуси!!! Курточка, штаны, кроссовки и носочки. Все пришло в хорошем качестве, ждал недели 3, все говорили тебя обманывают, зря потратил деньги, а втор теперь говорю не зря!) Хожу по своему городу чувствую себя реальным бенгером, удобно все просто пипец.Спасибо огромное Виктору, что помогал и всегда отвечал Ещё раз спасибо BERISHMOT ",26 ноя 2018 в 15:08,True,0
1300,M,26 ноя 2018 в 18:58,False,0
1301,"Заказывала кроссовки Air Max 97 x Undefeated. Боялась что идти будут очень долго и за качество переживала, но пришли в Тюмень очень быстро и качество было на высоте, благодарю за терпения Виктора, не каждый сможет выдержать такого потока сообщений и постоянных вопросов.",26 ноя 2018 в 20:19,True,0
1302,Качество 10/10. Спасибо!!! Буду заказывать ещё))),29 ноя 2018 в 10:03,True,0
1304,Заказывал первый раз в магазине Berishmot Store Кайфовую Ветровку Supreme x TNF + Носочки в подарок! Качество 10/10 Доставка 9/10 Продавец 10/10 Настроение 1000000/10 Всем рекомендую этот магазин!,3 дек 2018 в 16:30,True,0
1305,Заказывал куртку у Виктора. По срокам пришла дольше обещанного. Но куртка хорошая. Спасибо,4 дек 2018 в 11:20,True,0
1306,"заказал худи stussy, пришло за 5 дней в Москву. Худи очень качественное и приятно к телу. Все бирки на месте, все как на оригинале, очень понравилось.",5 дек 2018 в 16:02,True,0
1307,Спасибо Виктору за чудесную худи GUCCI+носочки в подарок))). Качество 10/10. Всем советую,5 дек 2018 в 19:27,True,0
1308,"Отличный продавец. Долго отправляли (или это почта виновата), походу задержался на границе, так как недели пол трек код завис в одном положении и все. Отличный, качественный товар. В комплекте шли носки хаф по личному выбору. Спасибо, буду заказывать ещё",7 дек 2018 в 17:02,True,0
1310,Очень довольна покупкой джемпер качественный ! Хороший магазин на новой год ещё что-нибудь куплю,8 дек 2018 в 12:20,True,0
1311,"Данный паблик сразу дал в себя влюбиться, огромный выбор и всё, что я люблю. Заказал себе штаны, которые годны для любой погоды. Спасибо Виктору за быструю доставку по выгодной цене! Также в подарок пришли крутые носки, которые будут сочитаться с крутыми штанами ",10 дек 2018 в 14:03,True,0
1312,Спасибо больше за куртку очень классная мне нравится В дальнейшем планирую заказывать ещё!,11 дек 2018 в 16:48,False,0
1313,Скажу вам что все чертовски здорово ,11 дек 2018 в 16:58,True,0
1314,"Недавно заказывал кроссовки Fila Disruptor II, дошли за 20 дней в МСК область ( Егорьевск ). Качество на высоте, размер подошёл, так же положили носки гуччи, кроссовки очень понравились)",12 дек 2018 в 16:40,True,0
1315,"Все отлично,все пришлоо. Есть один минус,долго шли,3 недели. Решать вам ,заказывать или нет) Все удачи.",12 дек 2018 в 19:07,True,0
1316,"Получили свой заказ Всё очень понравилось! Виктор помог определиться с размером, отвечал на все вопросы, был всегда на связи. Заказ оформили 9 ноября, 15 ноября получили номер трека, вчера посылка была на нашей почте (Санкт-Петербург), возможно потому что перед Новым годом, но получилось около месяца. Трек отслеживался на сайте почты. Качество понравилось, носки в подарок - супер! Приятный бонус)) рекомендую!!!",12 дек 2018 в 19:51,True,0
1317,"Заказывал NIKE huarache , все пришло , качество огонь , да и носки в подарок ))",13 дек 2018 в 17:07,True,0
1318,Купил в ноябре свитшот Off White . Сегодня забрал с почты . Доставка быстрая (сравнивая с другими магазинами) . Качество отличное . Ниток торчащих не заметил . Упаковано аккуратно и красиво . Продавец отвечал на вопросы понятно и кратко .,13 дек 2018 в 19:34,False,0
1319,Пришли носки Качество 90/100 Продавец 100/100,14 дек 2018 в 20:10,True,0
1320,Купил Кросовки Nike SneakerBoot 95 качество супер и носки в подарок.Продавец отличный всегда отвечал на все вопросы.Ношу 2 день очень удобно.Покупайте не пожалеете!,14 дек 2018 в 20:23,True,0
1321,"Пришла кофта и носочки Все бирки на месте Качество отличное Шло всё не долго, недели две ",15 дек 2018 в 12:17,True,0
1322,"Заказывал off-white, пришла в краснодар за 17 дней. Качество на высоте,+носочки в подарок ",16 дек 2018 в 0:19,True,0
1323,"Спасибки Всё чётенько,ожидание, размер И носочки ",17 дек 2018 в 9:54,True,0
1324,Все дошло быстро. Огромное спасибо Виктору всегда помогал во время покупки. Ждал всего 2 недели. Качество отличное.,17 дек 2018 в 16:06,True,0
1325,Классная група с годной одеждой,17 дек 2018 в 16:35,False,0
1326,"Пришли вот такие пушки спустя 19 дней, очень доволен(даже несмотря на маленький косячек, на подошве небольшой след от чего-то оранжевого ). Вобщем всем советую заказывать.P.S. спасибо Виктору за оформление заказа даже уже после закрытия)",17 дек 2018 в 17:01,True,0
1327,"Все пришло, жалко не успела прийти на др. Качество супер, бирки, все есть. Носочки тоже класс.",17 дек 2018 в 20:23,True,0
1328,В первый раз заказываю вещи в этом магазине Качество отличное Продавец отзывчивый Спасибо Berishmot store ,18 дек 2018 в 16:03,True,0
1329,"Заказал, посмотрим.",18 дек 2018 в 16:52,False,0
1330,"Заказал себе кроссовки пришло очень быстро всего за 15 дней, качество огонь Виктору отдельный респект перед тем как заказать все у меня спросил и попросил фото чтобы подошел размер, другому бы консультанту было похуй на мой выбор и на мой размер.",18 дек 2018 в 16:58,True,0
1331,"Коробочка была помята, но это не страшно, товар в полном порядке Из «минусов» могу только отметить, что мех не вычесали) А так все отлично)))",19 дек 2018 в 14:47,True,0
1332,"Все пришло! Качество идеальное! Хоть это и реплика её вообще нереально отличить от оригинала. Отдельное спасибо продавцу, очень приятно было общаться",20 дек 2018 в 21:46,True,0
1333,"Всё пришло, куртка огонь ",21 дек 2018 в 18:31,True,0
1334,"Очень понравилась кофта, отличное качество, все подошло по размеру. Отличный магазин, буду брать ещё!)",21 дек 2018 в 21:49,True,0
1336,"Спасибо, всё отлично",22 дек 2018 в 16:36,True,0
1337,Буду заказывать ещё обязательно,22 дек 2018 в 21:44,False,0
1338,"Заказывал футболку CDG Play Футболка пришла в отличном состоянии, качество супер! Все бирки на месте. Не жалею что заказывал! С доставкой были некоторые проблемы, задержали на таможне, но не так критично! Спасибо Виктору, отвечал на все вопросы! Я его достал наверное Качество 10/10 мне все нравится",24 дек 2018 в 11:20,True,0
1339,"Делал заказ 2ой раз. Заказывал 23 ноября, пришла 20 декабря. Носки на выбор в подарок как всегда . Писал предпочтительно размер M, сказали подберут по весу, росту, выслали L, оказалась большеватый",24 дек 2018 в 12:42,True,0
1340,Очень хороший магазин,24 дек 2018 в 14:11,False,0
1341,"Заказал кроссовки найковские, сегодня пришли, в целом я доволен, все нравится все по размеру спасибо за качественную работу Виктору а по доставке пришлось подождать недельки 3 )",24 дек 2018 в 15:23,True,0
1342,"Дошли за 3 недели до Москвы. ОЧЕНЬ рад посылке, есть ниточки на куртке, но проблема решается) Маломерят кросы, но жить можно) 13590р)",24 дек 2018 в 19:18,False,0
1343,Шли ровно месяц до Санкт-Петербург Качество 10/10 Спасибо буду ещё заказывать ,24 дек 2018 в 21:09,True,0
1344,"Заказывал худи,качество топ, сидит отлично баллов",24 дек 2018 в 21:35,True,0
1345,"чуваки, спасибо ",25 дек 2018 в 9:46,True,0
1346,Крутая обувь жесть) ,25 дек 2018 в 17:04,False,0
1347,"Заказывал худи Gucci, пришло в отличном состоянии. Заказ привезли прямо до дома, кстати доставка пришла даже быстрее чем обычно :) за это отдельный респект ! Советую покупать в этом магазине!",25 дек 2018 в 21:40,True,0
1348,"Большое спасибо Виктору!!! Толстовка просто огонь!!! Буду носить с удовольствием!!! Доставка была задержана из-за таможни, но это ничего страшного. Буду заказывать ещё)))",26 дек 2018 в 20:28,True,0
1349,Все пришло в хорошем состоянии! 9.5/10 Спасибо,27 дек 2018 в 19:24,True,0
1350,"Заказал данную модель и доволен как качеством обуви так и качеством обслуживания на 100%, всё было на высшем уровне спокойствия кроме одного момента примерно через 2 дня после оплаты и подтверждения заказа я увидел, что группа просто заблокирована и естественно сразу же написал Виктору, что это не нормально и не ""*обманул*"" ли он меня, но сразу же последовал ответ и минут через 20 группа была разблокирована. После чего пошло время ожидания и знаете, 18 дней это вполне отлично, Так как сроки были указаны до 19 дней. В общем, много уже тут написал, ребята, заказывайте у Виктора почаще, сам тоже буду обращаться к нему за дальнейшими покупками Спасибо Виктор, очень благодарен!!!",27 дек 2018 в 22:04,True,0
1351,"Спасибо большое за куртку и носочки в подарок ! Доставка конечно подвела Отослали спустя неделю+,но в пути была 12 дней В итоге 20-24 дня в пути, точно не помню Размер подобрали отлично ! Виктор и правда имеет хороший опыт в подбирание размеров Как он и утверждал )) Виктору огромное спасибо за быстрые ответы на мои вопросы и беспокойства на счёт заказа Удачи и процветания этой группе ! Буду заказывать ещё ",28 дек 2018 в 14:54,True,0
1352,Заказывал штаны Gucci . Все хорошо пришли и по размеру в самый раз.Доставили за 12 дней . Реальный магаз ! Реальный товар ! Всем советую !BERISHMOT Store спасибо!И Виктору тоже,28 дек 2018 в 16:45,True,0
1353,Пришли мои дорогие ,28 дек 2018 в 21:53,True,0
1354,"Первый раз заказывал в этом магазине. Футболка пришла очень быстро за две недели. Качеством очень доволен(и носочки в подарок ) Размер подобрали слишком идеально я просто привык, что вещи немного свободнее на мне сидят На будущее буду просить чуть больше Всем рекомендую Виктору респект ",29 дек 2018 в 15:11,True,0
1355,"Заказывал поло BAPE, всё идеально подошло, с доставкой были некоторые проблемы, но ничего страшного, отдельное спасибо Виктору, замучал его вопросами:)",29 дек 2018 в 22:51,True,0
1356,"Пришли кроссовки Adidas, просто супер, очень рад! Оригинал, этикетка made in Vietnam, да и носки в подарок!",31 дек 2018 в 13:40,True,0
1357,"Свою посылку мы получили 31.12. Заказывали сыну в подарок. Качество худи отличное. Полное соответствие описанию. Продавец помог с выбором правильного размера и всегда был на связи. Огромное спасибо магазину. Уверена что это наша первая покупка, но далеко не последняя.",2 янв 2019 в 11:40,True,0
1358,Здравствуйте Подскажите сколько будет идти до Тамбова и какая цена.,2 янв 2019 в 21:22,False,0
1359,"Посылка дошла быстро, буквально за 13 дней, качество шикарное, отдельное спасибо продавцу Виктору за то, что всегда был на связи!!!",3 янв 2019 в 12:36,True,0
1360,Всё отлично подошло и пришло очень вовремя!!!,3 янв 2019 в 21:03,True,0
1361,"Быстро дошло, размер чуть-чуть больше. Качество хорошое, те кто хотят заказать , но боятся , не бойтесь все прийдет!",4 янв 2019 в 19:13,True,0
1362,"Все приехало, качество на высшем Приехало за 18 дней",5 янв 2019 в 21:02,True,0
1363,"Всем привет! Заказывал свитшот Off-White, качество на высоте, носки отличные Пришло всё это за 15 дней. Отдельное спасибо хочу сказать Виктору Зорину - правильно подобрал размер) Обязательно буду заказывать ещё P.S. за качество фотки уж извините)",5 янв 2019 в 21:40,True,0
1364,"Качество хорошее, пришло относительно быстро (15 дней) Посылкой очень доволен. Виктору отдельное спасибо.",6 янв 2019 в 12:32,True,0
1365,"Пришли мои теплые тапки качество отличное , спасибо ",6 янв 2019 в 21:11,True,0
1366,Заказывал куртку с кроссовками все пришло по размеру и вовремя Качество супер!! ,9 янв 2019 в 11:51,True,0
1367,"Пришло с небольшим ожиданием,но это стоит того,спасибо большое!",9 янв 2019 в 12:49,True,0
1368,"Всё пришло,заказывал off white,волновался сильно,но всё же. Размер мне слегка великоват,но не суть Шла не особо долго Вначале не доверял,но им верить можно,думаю потом ещё что-нибудь закажу)",9 янв 2019 в 16:03,True,0
1369,"Всё пришло очень быстро всего за 13 дней Всё качественно,носки в подарок Спасибо большое ",11 янв 2019 в 18:02,True,0
1370,"Вчера забрал посылку, все круто, в подарок носки!",13 янв 2019 в 12:56,False,0
1371,"Вот сегодня сходил на почту забрал посылочку, качество хорошее не тонкая очень достойная, ещё носочки в подарок, шла около 20 дней, мне очень понравилась)",14 янв 2019 в 15:22,True,0
1372,"Заказывал худи качество на высшем уровне,пришло быстро,очень отличный продавец,рекомендую",16 янв 2019 в 7:56,True,0
1373,"Заказали алемпийку , заказ пришёл быстро, качество отличное, размер подошёл тоже хорошо, продавец Виктор знает толк в своём деле!!!! Советую приобретать нужные вам вещи через Виктора в магазине BERISHMOT!!!",16 янв 2019 в 19:38,True,0
1374,"Изображение топ, качество ткани тоже. Пришло быстро, советую всем)))",17 янв 2019 в 15:50,False,0
1375,"Пришла футболка,немного с задержкой,но это не страшно) в подарочек носки) ткань хорошая, швы аккуратные,бирки всё на месте) мне понравилось всё) спасибо Виктору)",18 янв 2019 в 12:56,True,0
1376,"Очень хороший продавец, быстро отвечает, все расскажет ",20 янв 2019 в 12:11,False,0
1377,"Очень хороший продавец, заказывал изики думал размер не подойдёт, но продавец подобрал и все как на заказ подошло и в подарок положили носочки качество отличное буду заказывать ещё",22 янв 2019 в 14:55,True,0
1378,"Заказали свитшот, посылку получили через три недели(г.Владимир). Сроки доставки порадовали, за что отдельное спасибо. Качество вещей отличное, носки в подарок(приятно). С размером угадали. Спасибо продавцу, рекомендую!",22 янв 2019 в 19:15,True,0
1379,"Заказывал Yееzy Bооst 350 v2 . Доставка очень быстрая до Омской области дошло за 13 дней(такое крайне редко бывает). С размером помогли и все чётко подошло. Виктор явно знает, что делает. В подарок положили 2 пары носков, приятный бонус. Качество 10/10, магазин бомба , поэтому смело заказывайте.",25 янв 2019 в 18:35,True,0
1380,"Спасибо Виктору за заказ,участвовал в конкурсе,и выиграл 3 пары носков. Посылка пришла за 17 дней. Качество хорошее,плотный материал. Заказом доволен",26 янв 2019 в 15:10,True,0
1381,Заказал в группе. Качество хорошее. Виктор помогал и отвечал на любые вопросы. Доставка быстрая. Всем советую от сюда заказывать.,28 янв 2019 в 18:51,False,0
1382,"Заказывал худи CDG Play, размер идеально подошел, спасибо Виктору, все время был на связе, не стесняйтесь покупайте, лучший продавец шло месяц, ну это в связи с новым годом",29 янв 2019 в 16:51,True,0
1383,"Заказывал бомбер champion. Качество просто:ля, какая прынцесса))) 10/10 Доставка в Москву 15 дней",29 янв 2019 в 22:23,False,0
1385,Спасибо за футболку. Всем довольны. ,31 янв 2019 в 14:56,True,0
1386,"Спасибо за кроссы, пришли за 18 дней, всем доволен. Спасибо!",31 янв 2019 в 17:44,True,0
1387,Классный магазин все пришло с размером только не сошлось но все взяли и поменяли,1 фев 2019 в 8:20,False,0
1388,"Спасибо магазину за достойные вещи,пришло все в сроки,Виктору удачи в развитии магазина",1 фев 2019 в 22:24,True,0
1389,"Всё пришло, сидит отлично, очень очень нравится и прадовец выдержал все мои опросы)",4 фев 2019 в 18:51,True,0
1390,Всё отлично и размер подошёл как надо ! И подарок ещё носки. Очень рад!,4 фев 2019 в 20:17,True,0
1391,"Заказывал олимпийку Aapе + носки в подарок, пришло за 18 дней, размер подошёл, качество нормальное. Спасибо Виктору Зорину)!",5 фев 2019 в 11:01,True,0
