,comment,date,image,is_fake,lemmas,stem
1412,"неделя   назад   заказывать                     заказ   приходить   за      день    кроссовок   нравиться    очень   волновать   что   долго   не   быть   трек   код    но   все   обходиться    в   следующий   раз   обязательно   что   нибудь   заказывать    все   советовать 
",9 мар 2019 в 16:11,True,0,"['неделя', 'назад', 'заказывать', 'заказ', 'приходить', 'за', 'день', 'кроссовок', 'нравиться', 'очень', 'волновать', 'что', 'долго', 'не', 'быть', 'трек', 'код', 'но', 'все', 'обходиться', 'в', 'следующий', 'раз', 'обязательно', 'что', 'нибудь', 'заказывать', 'все', 'советовать']","['недел', 'назад', 'заказыва', 'заказ', 'приход', 'за', 'ден', 'кроссовок', 'нрав', 'очен', 'волнова', 'что', 'долг', 'не', 'быть', 'трек', 'код', 'но', 'все', 'обход', 'в', 'след', 'раз', 'обязательн', 'что', 'нибудь', 'заказыва', 'все', 'советова']"
1413,"рубашка   крутой    не   пожалеть   что   заказывать 
",9 мар 2019 в 17:09,True,0,"['рубашка', 'крутой', 'не', 'пожалеть', 'что', 'заказывать']","['рубашк', 'крут', 'не', 'пожалет', 'что', 'заказыва']"
1414,"я   заказывать   кофта              все   приходить    качество   на   высота    из   за   праздник   задерживаться   посылка    но   весь   таки      день    это   не   много    спасибо   виктор   за   терпение    так   что   покупать   носок   в   подарок    носок   прямой   огонь   все   советовать   ребята 
",9 мар 2019 в 19:26,True,0,"['я', 'заказывать', 'кофта', 'все', 'приходить', 'качество', 'на', 'высота', 'из', 'за', 'праздник', 'задерживаться', 'посылка', 'но', 'весь', 'таки', 'день', 'это', 'не', 'много', 'спасибо', 'виктор', 'за', 'терпение', 'так', 'что', 'покупать', 'носок', 'в', 'подарок', 'носок', 'прямой', 'огонь', 'все', 'советовать', 'ребята']","['я', 'заказыва', 'кофт', 'все', 'приход', 'качеств', 'на', 'высот', 'из', 'за', 'праздник', 'задержива', 'посылк', 'но', 'ве', 'так', 'ден', 'эт', 'не', 'много', 'спасиб', 'виктор', 'за', 'терпен', 'так', 'что', 'покупа', 'носок', 'в', 'подарок', 'носок', 'прям', 'огон', 'все', 'советова', 'ребят']"
1415,"заказывать   футболка               все   приходить   в   хорош   качество     еще   и   носок   в   подарок     спасибо   виктор   за   ответ   на   мой   вопрос     быть   заказывать   еще 
",9 мар 2019 в 22:16,True,0,"['заказывать', 'футболка', 'все', 'приходить', 'в', 'хорош', 'качество', 'еще', 'и', 'носок', 'в', 'подарок', 'спасибо', 'виктор', 'за', 'ответ', 'на', 'мой', 'вопрос', 'быть', 'заказывать', 'еще']","['заказыва', 'футболк', 'все', 'приход', 'в', 'хорош', 'качеств', 'еще', 'и', 'носок', 'в', 'подарок', 'спасиб', 'виктор', 'за', 'ответ', 'на', 'мой', 'вопрос', 'быть', 'заказыва', 'еще']"
1416,"заказывать                        очень   бояться   что   не   подходить   размер    но   весь   просто   идеально    очень   высокий   качество 
",11 мар 2019 в 15:50,True,0,"['заказывать', 'очень', 'бояться', 'что', 'не', 'подходить', 'размер', 'но', 'весь', 'просто', 'идеально', 'очень', 'высокий', 'качество']","['заказыва', 'очен', 'боя', 'что', 'не', 'подход', 'размер', 'но', 'ве', 'прост', 'идеальн', 'очен', 'высок', 'качеств']"
1417,"заказывать   кофта    быть   небольшой   проблема    но   все   приходить   аккуратно    ничего   не   забывать    и   носочек   в   подарок    в   общий   довольный    огромный   спасибо 
",11 мар 2019 в 20:25,True,0,"['заказывать', 'кофта', 'быть', 'небольшой', 'проблема', 'но', 'все', 'приходить', 'аккуратно', 'ничего', 'не', 'забывать', 'и', 'носочек', 'в', 'подарок', 'в', 'общий', 'довольный', 'огромный', 'спасибо']","['заказыва', 'кофт', 'быть', 'небольш', 'проблем', 'но', 'все', 'приход', 'аккуратн', 'ничего', 'не', 'забыва', 'и', 'носочек', 'в', 'подарок', 'в', 'общ', 'довольн', 'огромн', 'спасиб']"
1418,"заказывать             приходить   ровно   за     неделя   в   саратов    качество   супер    магазин   советовать 
",13 мар 2019 в 13:07,True,0,"['заказывать', 'приходить', 'ровно', 'за', 'неделя', 'в', 'саратов', 'качество', 'супер', 'магазин', 'советовать']","['заказыва', 'приход', 'ровн', 'за', 'недел', 'в', 'сарат', 'качеств', 'супер', 'магазин', 'советова']"
1419,"спасибо   огромный   магазин                    довольный   толстовка   и   рубашка    отдельный   благодарность   виктор    который   быть   постоянно   на   связь    консультировать   по   все   вопрос 
",13 мар 2019 в 17:54,True,0,"['спасибо', 'огромный', 'магазин', 'довольный', 'толстовка', 'и', 'рубашка', 'отдельный', 'благодарность', 'виктор', 'который', 'быть', 'постоянно', 'на', 'связь', 'консультировать', 'по', 'все', 'вопрос']","['спасиб', 'огромн', 'магазин', 'довольн', 'толстовк', 'и', 'рубашк', 'отдельн', 'благодарн', 'виктор', 'котор', 'быть', 'постоя', 'на', 'связ', 'консультирова', 'по', 'все', 'вопрос']"
1420,"приходить   штаны           из   хороший   хотеть   отмечать   качество    просто   супер    носок           также   удобный    единственный    что   плохо    дак   это   доставка    я   они   приходить   за      день    хотя   обещать   за         день    ну   может   это   я   такой   не   визунчик    а   так   магазин   хороший    все   советовать    спасибо   и   продавец    объяснять   что   да   как    заказывать    не   бояться 
",16 мар 2019 в 13:21,True,0,"['приходить', 'штаны', 'из', 'хороший', 'хотеть', 'отмечать', 'качество', 'просто', 'супер', 'носок', 'также', 'удобный', 'единственный', 'что', 'плохо', 'дак', 'это', 'доставка', 'я', 'они', 'приходить', 'за', 'день', 'хотя', 'обещать', 'за', 'день', 'ну', 'может', 'это', 'я', 'такой', 'не', 'визунчик', 'а', 'так', 'магазин', 'хороший', 'все', 'советовать', 'спасибо', 'и', 'продавец', 'объяснять', 'что', 'да', 'как', 'заказывать', 'не', 'бояться']","['приход', 'штан', 'из', 'хорош', 'хотет', 'отмеча', 'качеств', 'прост', 'супер', 'носок', 'такж', 'удобн', 'единствен', 'что', 'плох', 'дак', 'эт', 'доставк', 'я', 'они', 'приход', 'за', 'ден', 'хот', 'обеща', 'за', 'ден', 'ну', 'может', 'эт', 'я', 'такой', 'не', 'визунчик', 'а', 'так', 'магазин', 'хорош', 'все', 'советова', 'спасиб', 'и', 'продавец', 'объясня', 'что', 'да', 'как', 'заказыва', 'не', 'боя']"
1421,"приходить   кроссовок    от   оригинал   не   смочь   отличать   даже   работник   компания   адидас    весь              спасибо   виктор   за   консультация   и   терпение 
",16 мар 2019 в 14:09,True,0,"['приходить', 'кроссовок', 'от', 'оригинал', 'не', 'смочь', 'отличать', 'даже', 'работник', 'компания', 'адидас', 'весь', 'спасибо', 'виктор', 'за', 'консультация', 'и', 'терпение']","['приход', 'кроссовок', 'от', 'оригина', 'не', 'смоч', 'отлича', 'даже', 'работник', 'компан', 'адидас', 'ве', 'спасиб', 'виктор', 'за', 'консультац', 'и', 'терпен']"
1422,"весь   хороший    требовать   время    качество   и   размер   превосходить   весь   ожидание    думать   что   развод      виктор    желать   рост   бизнес    фарт   и   масть   по   жизнь   в   нога 
",17 мар 2019 в 11:44,True,0,"['весь', 'хороший', 'требовать', 'время', 'качество', 'и', 'размер', 'превосходить', 'весь', 'ожидание', 'думать', 'что', 'развод', 'виктор', 'желать', 'рост', 'бизнес', 'фарт', 'и', 'масть', 'по', 'жизнь', 'в', 'нога']","['ве', 'хорош', 'требова', 'врем', 'качеств', 'и', 'размер', 'превосход', 'ве', 'ожидан', 'дума', 'что', 'развод', 'виктор', 'жела', 'рост', 'бизнес', 'фарт', 'и', 'маст', 'по', 'жизн', 'в', 'ног']"
1423,,18 мар 2019 в 11:17,False,0,[],[]
1424,"кофта   отличный    все   хорошо    быть   маленький   проблема   с   доставка   но   все   хорошо    советовать   заказывать   вшещь   у   виктор 
",18 мар 2019 в 17:50,True,0,"['кофта', 'отличный', 'все', 'хорошо', 'быть', 'маленький', 'проблема', 'с', 'доставка', 'но', 'все', 'хорошо', 'советовать', 'заказывать', 'вшещь', 'у', 'виктор']","['кофт', 'отличн', 'все', 'хорошо', 'быть', 'маленьк', 'проблем', 'с', 'доставк', 'но', 'все', 'хорошо', 'советова', 'заказыва', 'вшещ', 'у', 'виктор']"
1425,"все   приходить   и   подходить     очень   понравиться   качество   худить    продавец   огромный   спасибо 
",18 мар 2019 в 18:57,True,0,"['все', 'приходить', 'и', 'подходить', 'очень', 'понравиться', 'качество', 'худить', 'продавец', 'огромный', 'спасибо']","['все', 'приход', 'и', 'подход', 'очен', 'понрав', 'качеств', 'худ', 'продавец', 'огромн', 'спасиб']"
1426,"при   оформление   заказ   точно   определять   мой   размер    качество   хороший   за   такой   цена   так   точно    в   близкий   время   быть   заказывать   что   нибудь   еще 
",18 мар 2019 в 19:42,True,0,"['при', 'оформление', 'заказ', 'точно', 'определять', 'мой', 'размер', 'качество', 'хороший', 'за', 'такой', 'цена', 'так', 'точно', 'в', 'близкий', 'время', 'быть', 'заказывать', 'что', 'нибудь', 'еще']","['при', 'оформлен', 'заказ', 'точн', 'определя', 'мой', 'размер', 'качеств', 'хорош', 'за', 'такой', 'цен', 'так', 'точн', 'в', 'близк', 'врем', 'быть', 'заказыва', 'что', 'нибудь', 'еще']"
1427,"продавец   огонь    заказывать   только   у   виктор    брать   не   раздумывать    все   бонус   в   заказ 
",19 мар 2019 в 12:53,True,0,"['продавец', 'огонь', 'заказывать', 'только', 'у', 'виктор', 'брать', 'не', 'раздумывать', 'все', 'бонус', 'в', 'заказ']","['продавец', 'огон', 'заказыва', 'только', 'у', 'виктор', 'брат', 'не', 'раздумыва', 'все', 'бонус', 'в', 'заказ']"
1428,"друг   порекомендовать   этот   группа   только   зайти   и   такой    стон   беременный   селедка    я   находить   изика   на   мой   размер   и   скоро   все   скоро   купить   они 
",19 мар 2019 в 17:43,False,0,"['друг', 'порекомендовать', 'этот', 'группа', 'только', 'зайти', 'и', 'такой', 'стон', 'беременный', 'селедка', 'я', 'находить', 'изика', 'на', 'мой', 'размер', 'и', 'скоро', 'все', 'скоро', 'купить', 'они']","['друг', 'порекомендова', 'этот', 'групп', 'только', 'зайт', 'и', 'такой', 'стон', 'беремен', 'селедк', 'я', 'наход', 'изик', 'на', 'мой', 'размер', 'и', 'скор', 'все', 'скор', 'куп', 'они']"
1429,"приходить   футболка   отличный   качество   весь   советовать   данный   сайт   отбельный   спасибо   за   подарочек 
",20 мар 2019 в 20:07,True,0,"['приходить', 'футболка', 'отличный', 'качество', 'весь', 'советовать', 'данный', 'сайт', 'отбельный', 'спасибо', 'за', 'подарочек']","['приход', 'футболк', 'отличн', 'качеств', 'ве', 'советова', 'дан', 'сайт', 'отбельн', 'спасиб', 'за', 'подарочек']"
1430,"извинять      я   случайно   закрывать   рука   микрофон   и   звук   не   записываться    поэтому   я   сделать   вот   такой   не   большой   монтаж    в   целое   хотеть   сказать    что   ветровка   хороший      качество      из       с   оранжевый   толстовка   который   я   заказывать   на   это   же   сайт   смотреться   отлично      все   советовать    заказывать    не   жалеть   деньги    на   качество   не   экономить    еще   хотеть   сказать   большой   спасибо   виктор    подбирать   нужный   размер   и   отвечать   на   весь   мой   вопрос    виктор   зорин 
",20 мар 2019 в 22:58,True,0,"['извинять', 'я', 'случайно', 'закрывать', 'рука', 'микрофон', 'и', 'звук', 'не', 'записываться', 'поэтому', 'я', 'сделать', 'вот', 'такой', 'не', 'большой', 'монтаж', 'в', 'целое', 'хотеть', 'сказать', 'что', 'ветровка', 'хороший', 'качество', 'из', 'с', 'оранжевый', 'толстовка', 'который', 'я', 'заказывать', 'на', 'это', 'же', 'сайт', 'смотреться', 'отлично', 'все', 'советовать', 'заказывать', 'не', 'жалеть', 'деньги', 'на', 'качество', 'не', 'экономить', 'еще', 'хотеть', 'сказать', 'большой', 'спасибо', 'виктор', 'подбирать', 'нужный', 'размер', 'и', 'отвечать', 'на', 'весь', 'мой', 'вопрос', 'виктор', 'зорин']","['извиня', 'я', 'случайн', 'закрыва', 'рук', 'микрофон', 'и', 'звук', 'не', 'записыва', 'поэт', 'я', 'сдела', 'вот', 'такой', 'не', 'больш', 'монтаж', 'в', 'цел', 'хотет', 'сказа', 'что', 'ветровк', 'хорош', 'качеств', 'из', 'с', 'оранжев', 'толстовк', 'котор', 'я', 'заказыва', 'на', 'эт', 'же', 'сайт', 'смотрет', 'отличн', 'все', 'советова', 'заказыва', 'не', 'жалет', 'деньг', 'на', 'качеств', 'не', 'эконом', 'еще', 'хотет', 'сказа', 'больш', 'спасиб', 'виктор', 'подбира', 'нужн', 'размер', 'и', 'отвеча', 'на', 'ве', 'мой', 'вопрос', 'виктор', 'зорин']"
1431,"топовый   кросс    качество   на   высота    приносить   до   дверь    спасибо 
",21 мар 2019 в 20:13,False,0,"['топовый', 'кросс', 'качество', 'на', 'высота', 'приносить', 'до', 'дверь', 'спасибо']","['топов', 'кросс', 'качеств', 'на', 'высот', 'принос', 'до', 'двер', 'спасиб']"
1432,,21 мар 2019 в 20:14,False,0,[],[]
1433,"все   отлично   куртка   получать   сидеть   на   я   идеально   думать   заказывать   что   нибудь   еще 
",21 мар 2019 в 20:29,True,0,"['все', 'отлично', 'куртка', 'получать', 'сидеть', 'на', 'я', 'идеально', 'думать', 'заказывать', 'что', 'нибудь', 'еще']","['все', 'отличн', 'куртк', 'получа', 'сидет', 'на', 'я', 'идеальн', 'дума', 'заказыва', 'что', 'нибудь', 'еще']"
1434,"качество   супер 
",22 мар 2019 в 17:16,True,0,"['качество', 'супер']","['качеств', 'супер']"
1435,"спасибо             и   виктор   за   его   терпение   приходить   за   месяц   достатосно   быстро   все   пойти   носок   в   подарок   все   супер 
",22 мар 2019 в 17:24,True,0,"['спасибо', 'и', 'виктор', 'за', 'его', 'терпение', 'приходить', 'за', 'месяц', 'достатосно', 'быстро', 'все', 'пойти', 'носок', 'в', 'подарок', 'все', 'супер']","['спасиб', 'и', 'виктор', 'за', 'его', 'терпен', 'приход', 'за', 'месяц', 'достатосн', 'быстр', 'все', 'пойт', 'носок', 'в', 'подарок', 'все', 'супер']"
1436,"заказывать   кросс   приходить   за      день   качество   отличный    спасибо   виктор 
",23 мар 2019 в 20:03,True,0,"['заказывать', 'кросс', 'приходить', 'за', 'день', 'качество', 'отличный', 'спасибо', 'виктор']","['заказыва', 'кросс', 'приход', 'за', 'ден', 'качеств', 'отличн', 'спасиб', 'виктор']"
1437,"качество   топ    спасибо 
",25 мар 2019 в 10:09,True,0,"['качество', 'топ', 'спасибо']","['качеств', 'топ', 'спасиб']"
1438,"заказывать   штаны        приходить   быстро    отличный   качество   и   размер   подбирать   как   надо    огромный   спасибо   виктор   и   магазин 
",25 мар 2019 в 19:52,True,0,"['заказывать', 'штаны', 'приходить', 'быстро', 'отличный', 'качество', 'и', 'размер', 'подбирать', 'как', 'надо', 'огромный', 'спасибо', 'виктор', 'и', 'магазин']","['заказыва', 'штан', 'приход', 'быстр', 'отличн', 'качеств', 'и', 'размер', 'подбира', 'как', 'надо', 'огромн', 'спасиб', 'виктор', 'и', 'магазин']"
1439,"заказывать   свитшот   и   мастерок   качество   топ   магазин   хороший   посылка   приходить   через      день   весь   очень   круто   сделать    спасибо   большой   виктор   мочь   еще   быть   что   то   заказывать 
",26 мар 2019 в 5:28,True,0,"['заказывать', 'свитшот', 'и', 'мастерок', 'качество', 'топ', 'магазин', 'хороший', 'посылка', 'приходить', 'через', 'день', 'весь', 'очень', 'круто', 'сделать', 'спасибо', 'большой', 'виктор', 'мочь', 'еще', 'быть', 'что', 'то', 'заказывать']","['заказыва', 'свитшот', 'и', 'мастерок', 'качеств', 'топ', 'магазин', 'хорош', 'посылк', 'приход', 'через', 'ден', 'ве', 'очен', 'крут', 'сдела', 'спасиб', 'больш', 'виктор', 'моч', 'еще', 'быть', 'что', 'то', 'заказыва']"
1440,"доходить   за      день   в   тотемский   район     качество   радовать     размер   подходить    спасибо   виктор       др   через     день 
",26 мар 2019 в 16:16,True,0,"['доходить', 'за', 'день', 'в', 'тотемский', 'район', 'качество', 'радовать', 'размер', 'подходить', 'спасибо', 'виктор', 'др', 'через', 'день']","['доход', 'за', 'ден', 'в', 'тотемск', 'район', 'качеств', 'радова', 'размер', 'подход', 'спасиб', 'виктор', 'др', 'через', 'ден']"
1441,"все   хороший 
",27 мар 2019 в 19:25,False,0,"['все', 'хороший']","['все', 'хорош']"
1442,"спасибо   огромный    приходить   за     неделя    качество   на   высота 
",28 мар 2019 в 14:43,True,0,"['спасибо', 'огромный', 'приходить', 'за', 'неделя', 'качество', 'на', 'высота']","['спасиб', 'огромн', 'приход', 'за', 'недел', 'качеств', 'на', 'высот']"
1443,"заказывать   футболка        и   худить             приходить   за   месяц   весь   бирка   присутствовать   порадовать   приятный   бонус   в   вид   носок   спасибо   виктор   зорин   отвечать   на   весь   вопрос    быть   заказывать   еще 
",31 мар 2019 в 16:26,True,0,"['заказывать', 'футболка', 'и', 'худить', 'приходить', 'за', 'месяц', 'весь', 'бирка', 'присутствовать', 'порадовать', 'приятный', 'бонус', 'в', 'вид', 'носок', 'спасибо', 'виктор', 'зорин', 'отвечать', 'на', 'весь', 'вопрос', 'быть', 'заказывать', 'еще']","['заказыва', 'футболк', 'и', 'худ', 'приход', 'за', 'месяц', 'ве', 'бирк', 'присутствова', 'порадова', 'приятн', 'бонус', 'в', 'вид', 'носок', 'спасиб', 'виктор', 'зорин', 'отвеча', 'на', 'ве', 'вопрос', 'быть', 'заказыва', 'еще']"
1444,"заказывать   худить              качество   топ    до   питер   приходить   где   то   за   два   неделя    мочь   немного   долго    виктор   спасибо   за   помощь    быть   очень   отзывчивый 
",31 мар 2019 в 20:45,False,0,"['заказывать', 'худить', 'качество', 'топ', 'до', 'питер', 'приходить', 'где', 'то', 'за', 'два', 'неделя', 'мочь', 'немного', 'долго', 'виктор', 'спасибо', 'за', 'помощь', 'быть', 'очень', 'отзывчивый']","['заказыва', 'худ', 'качеств', 'топ', 'до', 'питер', 'приход', 'где', 'то', 'за', 'два', 'недел', 'моч', 'немн', 'долг', 'виктор', 'спасиб', 'за', 'помощ', 'быть', 'очен', 'отзывчив']"
1445,"приходить   за      день    размер   подходить    все   круто    по   качество    все   шик   спасибо   виктор 
",2 апр 2019 в 11:32,True,0,"['приходить', 'за', 'день', 'размер', 'подходить', 'все', 'круто', 'по', 'качество', 'все', 'шик', 'спасибо', 'виктор']","['приход', 'за', 'ден', 'размер', 'подход', 'все', 'крут', 'по', 'качеств', 'все', 'шик', 'спасиб', 'виктор']"
1446,"спасибо   большой   виктор   за   консультация   перед   оформление   заказ    кроссовок   волшебный    до   москва   за   день 
",2 апр 2019 в 12:05,True,0,"['спасибо', 'большой', 'виктор', 'за', 'консультация', 'перед', 'оформление', 'заказ', 'кроссовок', 'волшебный', 'до', 'москва', 'за', 'день']","['спасиб', 'больш', 'виктор', 'за', 'консультац', 'перед', 'оформлен', 'заказ', 'кроссовок', 'волшебн', 'до', 'москв', 'за', 'ден']"
1447,"заказ    получать    все   отлично    очень   бояться   что   это   какой   то   обман    и   что   ничто   не   прийти    но   я   рискнуть   и   все   замечательно    заказывать   не   бояться 
",4 апр 2019 в 18:53,True,0,"['заказ', 'получать', 'все', 'отлично', 'очень', 'бояться', 'что', 'это', 'какой', 'то', 'обман', 'и', 'что', 'ничто', 'не', 'прийти', 'но', 'я', 'рискнуть', 'и', 'все', 'замечательно', 'заказывать', 'не', 'бояться']","['заказ', 'получа', 'все', 'отличн', 'очен', 'боя', 'что', 'эт', 'какой', 'то', 'обма', 'и', 'что', 'ничт', 'не', 'прийт', 'но', 'я', 'рискнут', 'и', 'все', 'замечательн', 'заказыва', 'не', 'боя']"
1448,"наш   второй   покупка   в   магазин    очень   довольный    доставка      день    качество   супер    спасибо 
",5 апр 2019 в 21:03,True,0,"['наш', 'второй', 'покупка', 'в', 'магазин', 'очень', 'довольный', 'доставка', 'день', 'качество', 'супер', 'спасибо']","['наш', 'втор', 'покупк', 'в', 'магазин', 'очен', 'довольн', 'доставк', 'ден', 'качеств', 'супер', 'спасиб']"
1449,"добрый   день   весь   желать   купить   данный   товар    купить   у   данный   сообщество   ремень    и   вовсе   не   разочаровываться   в   немой    качество   ремень   хороший 
",8 апр 2019 в 18:04,True,0,"['добрый', 'день', 'весь', 'желать', 'купить', 'данный', 'товар', 'купить', 'у', 'данный', 'сообщество', 'ремень', 'и', 'вовсе', 'не', 'разочаровываться', 'в', 'немой', 'качество', 'ремень', 'хороший']","['добр', 'ден', 'ве', 'жела', 'куп', 'дан', 'товар', 'куп', 'у', 'дан', 'сообществ', 'ремен', 'и', 'вовс', 'не', 'разочаровыва', 'в', 'нем', 'качеств', 'ремен', 'хорош']"
1450,"спасибо   большой   виктор    все   как   ориг    только   бокс   лого   немного   подводить      ждать      день 
",8 апр 2019 в 18:15,True,0,"['спасибо', 'большой', 'виктор', 'все', 'как', 'ориг', 'только', 'бокс', 'лого', 'немного', 'подводить', 'ждать', 'день']","['спасиб', 'больш', 'виктор', 'все', 'как', 'ориг', 'только', 'бокс', 'лог', 'немн', 'подвод', 'ждат', 'ден']"
1451,"заказывать   свитшот             по   начало   думать   что   развод   и   ничто   не   прилет   а   если   и   прийти   то   не   в   хороший   вид   и   качество   в   итог   идти        день   примерно   задерживаться   из   за   праздник   но   когда   приходить   я   тут   же   понимать   что   это   топчик   качество   просто   огонь   в   подарок   насочек   все   отлично   быть   еще   заказывать   спасибо   сорян   за   качество   фото 
",8 апр 2019 в 22:36,True,0,"['заказывать', 'свитшот', 'по', 'начало', 'думать', 'что', 'развод', 'и', 'ничто', 'не', 'прилет', 'а', 'если', 'и', 'прийти', 'то', 'не', 'в', 'хороший', 'вид', 'и', 'качество', 'в', 'итог', 'идти', 'день', 'примерно', 'задерживаться', 'из', 'за', 'праздник', 'но', 'когда', 'приходить', 'я', 'тут', 'же', 'понимать', 'что', 'это', 'топчик', 'качество', 'просто', 'огонь', 'в', 'подарок', 'насочек', 'все', 'отлично', 'быть', 'еще', 'заказывать', 'спасибо', 'сорян', 'за', 'качество', 'фото']","['заказыва', 'свитшот', 'по', 'нача', 'дума', 'что', 'развод', 'и', 'ничт', 'не', 'прилет', 'а', 'если', 'и', 'прийт', 'то', 'не', 'в', 'хорош', 'вид', 'и', 'качеств', 'в', 'итог', 'идт', 'ден', 'примерн', 'задержива', 'из', 'за', 'праздник', 'но', 'когда', 'приход', 'я', 'тут', 'же', 'понима', 'что', 'эт', 'топчик', 'качеств', 'прост', 'огон', 'в', 'подарок', 'насочек', 'все', 'отличн', 'быть', 'еще', 'заказыва', 'спасиб', 'соря', 'за', 'качеств', 'фот']"
1452,"спасибо    то   что   надо 
",9 апр 2019 в 0:04,True,0,"['спасибо', 'то', 'что', 'надо']","['спасиб', 'то', 'что', 'надо']"
1453,"приходить   хуман    с   размер   подходить     спасибо 
",9 апр 2019 в 8:27,True,0,"['приходить', 'хуман', 'с', 'размер', 'подходить', 'спасибо']","['приход', 'хума', 'с', 'размер', 'подход', 'спасиб']"
1454,"гооооосподи      я   приходить              не   дорого     но   качественно   и   шикарно     спасибо   виктор    помогать   с   размер   цвет   модель    уже   второй   кроссовок   заказывать   тут    первый                 носок   идти   в   подарок     что   реально   приятно    что   они   о   мы   думать     советовать   все   заказывать   именно   тут 
",9 апр 2019 в 23:06,True,0,"['гооооосподи', 'я', 'приходить', 'не', 'дорого', 'но', 'качественно', 'и', 'шикарно', 'спасибо', 'виктор', 'помогать', 'с', 'размер', 'цвет', 'модель', 'уже', 'второй', 'кроссовок', 'заказывать', 'тут', 'первый', 'носок', 'идти', 'в', 'подарок', 'что', 'реально', 'приятно', 'что', 'они', 'о', 'мы', 'думать', 'советовать', 'все', 'заказывать', 'именно', 'тут']","['гоооооспод', 'я', 'приход', 'не', 'дор', 'но', 'качествен', 'и', 'шикарн', 'спасиб', 'виктор', 'помога', 'с', 'размер', 'цвет', 'модел', 'уже', 'втор', 'кроссовок', 'заказыва', 'тут', 'перв', 'носок', 'идт', 'в', 'подарок', 'что', 'реальн', 'приятн', 'что', 'они', 'о', 'мы', 'дума', 'советова', 'все', 'заказыва', 'имен', 'тут']"
1455,"приходить   примерно   за      день   в   МСК    великолепный   качество       заказывать   второй   раз    ждать   еще 
",10 апр 2019 в 13:31,True,0,"['приходить', 'примерно', 'за', 'день', 'в', 'МСК', 'великолепный', 'качество', 'заказывать', 'второй', 'раз', 'ждать', 'еще']","['приход', 'примерн', 'за', 'ден', 'в', 'мск', 'великолепн', 'качеств', 'заказыва', 'втор', 'раз', 'ждат', 'еще']"
1456,"качество   топ    приходить   за   три   неделя    все   советовать 
",10 апр 2019 в 16:18,True,0,"['качество', 'топ', 'приходить', 'за', 'три', 'неделя', 'все', 'советовать']","['качеств', 'топ', 'приход', 'за', 'три', 'недел', 'все', 'советова']"
1457,"спасибо   магазин   и   виктор   за   футболка    приходить   за      день    с   запах    но   это   исправимый    размер   подходить    в   подарок   полагать   носок 
",11 апр 2019 в 17:45,True,0,"['спасибо', 'магазин', 'и', 'виктор', 'за', 'футболка', 'приходить', 'за', 'день', 'с', 'запах', 'но', 'это', 'исправимый', 'размер', 'подходить', 'в', 'подарок', 'полагать', 'носок']","['спасиб', 'магазин', 'и', 'виктор', 'за', 'футболк', 'приход', 'за', 'ден', 'с', 'зап', 'но', 'эт', 'исправим', 'размер', 'подход', 'в', 'подарок', 'полага', 'носок']"
1458,"качество   великолепный    доходить   за      день    коробка   в   порядок    буст   точь   в   точь   как   оригинал   носочек   тоже   афигенный    спасибо   большой   виктор   за   помощь 
",12 апр 2019 в 12:51,True,0,"['качество', 'великолепный', 'доходить', 'за', 'день', 'коробка', 'в', 'порядок', 'буст', 'точь', 'в', 'точь', 'как', 'оригинал', 'носочек', 'тоже', 'афигенный', 'спасибо', 'большой', 'виктор', 'за', 'помощь']","['качеств', 'великолепн', 'доход', 'за', 'ден', 'коробк', 'в', 'порядок', 'буст', 'точ', 'в', 'точ', 'как', 'оригина', 'носочек', 'тоже', 'афиген', 'спасиб', 'больш', 'виктор', 'за', 'помощ']"
1459,"приходить   очень   быстро    на   вид   хорошо   чем   на   картинка   даже    очень   удобный    советовать   брать 
",12 апр 2019 в 15:15,True,0,"['приходить', 'очень', 'быстро', 'на', 'вид', 'хорошо', 'чем', 'на', 'картинка', 'даже', 'очень', 'удобный', 'советовать', 'брать']","['приход', 'очен', 'быстр', 'на', 'вид', 'хорошо', 'чем', 'на', 'картинк', 'даже', 'очен', 'удобн', 'советова', 'брат']"
1460,"крутой   качество    доставка      день   до   хабаровск     весь   качественно    размер   подходить   отлично     продавец   общительный   и   отзывчивый     носочек   тоже   супер     рекомендовать 
",12 апр 2019 в 15:25,True,0,"['крутой', 'качество', 'доставка', 'день', 'до', 'хабаровск', 'весь', 'качественно', 'размер', 'подходить', 'отлично', 'продавец', 'общительный', 'и', 'отзывчивый', 'носочек', 'тоже', 'супер', 'рекомендовать']","['крут', 'качеств', 'доставк', 'ден', 'до', 'хабаровск', 'ве', 'качествен', 'размер', 'подход', 'отличн', 'продавец', 'общительн', 'и', 'отзывчив', 'носочек', 'тоже', 'супер', 'рекомендова']"
1461,"приходить   кроссовок    за      день    очень   рад 
",12 апр 2019 в 16:24,True,0,"['приходить', 'кроссовок', 'за', 'день', 'очень', 'рад']","['приход', 'кроссовок', 'за', 'ден', 'очен', 'рад']"
